Address,SBL #,Sale Price,Sale Date,Total Assessed Value,Property Type Building Style,Lot Size,Year Built,SQFT,Bedrooms-Baths-Fireplaces
"266 HAGEN, Buffalo",90.81-6-7,"$28,843 ",11/5/2014,"$38,000 ",Residential - 2 Family Res,30 x 102,1925,"1,343",4/2/2000
"72 UNIVERSITY AVE, Buffalo",79.47-4-6,"$135,000 ",11/5/2014,"$135,000 ",Residential - 1 Family Res,40 x 120,1920,"2,187",4/2/2000
"32 DOWNING, Buffalo",133.71-5-39,"$70,300 ",11/5/2014,"$70,300 ",Residential - 1 Family Res,35 x 105,1925,"1,621",3 / 1.5 / 1
"1291 BROADWAY, Buffalo",112.30-6-1,"$74,000 ",11/5/2014,"$35,000 ",Commercial - Det row bldg,31.21 x 115.32,,,
"228 LINDEN AVE, Buffalo",78.82-1-19,"$210,000 ",11/5/2014,"$111,000 ",Residential - 1 Family Res,36 x 146,1917,"1,346",3/1/2000
"35 FORDHAM, Buffalo",89.22-5-33,"$215,000 ",11/6/2014,"$187,000 ",Residential - 1 Family Res,40 x 132,1940,"2,425",5 / 1.5 / 1
"145 DONALDSON, Buffalo",100.27-2-45,"$35,000 ",11/6/2014,"$40,200 ",Residential - 2 Family Res,35 x 105,1890,"2,764",6/2/2000
"592 PARKSIDE, Buffalo",78.74-2-22,"$235,000 ",11/6/2014,"$127,000 ",Residential - 2 Family Res,33.33 x 184,1915,"3,022",6/2/2000
"129 MORRIS AVE, Buffalo",89.28-1-2,"$405,000 ",11/6/2014,"$365,000 ",Residential - 1 Family Res,60 x 190,1917,"3,643",4 / 2.5 / 1
"395 VOORHEES, Buffalo",78.60-3-36,"$230,000 ",11/6/2014,"$141,400 ",Residential - 1 Family Res,40 x 140,1950,"2,513",4 / 1.5 / 1
"162 CHOATE, Buffalo",133.48-3-38,"$120,000 ",11/6/2014,"$71,100 ",Residential - 2 Family Res,40 x 120,1928,"2,236",6/2/2000
"3 HINES, Buffalo",133.79-1-18,"$47,700 ",11/6/2014,"$59,000 ",Residential - 1 Family Res,49 x 148,1954,874,3/1/2000
"953 WEST, Buffalo",99.34-3-35,"$62,000 ",11/6/2014,"$46,000 ",Residential - Multiple res,30 x 200,1900,"2,156",4/2/2000
"377 MAIN, Buffalo",111.13-14-2,"$2,775,000 ",11/6/2014,"$536,800 ",Commercial - Large retail,181.5 x 199.16,,,
"311 ROESCH, Buffalo",77.25-5-16,"$97,800 ",11/6/2014,"$59,000 ",Residential - 2 Family Res,31 x 120,1922,"2,344",6/3/2000
"1704 SOUTH PARK, Buffalo",133.23-1-21,"$61,500 ",11/7/2014,"$48,700 ",Residential - 2 Family Res,30 x 120,1900,"2,376",6/2/2000
"1600 DELAWARE, Buffalo",89.63-3-6,"$245,000 ",11/7/2014,"$122,500 ",Residential - 2 Family Res,35 x 146,1920,"2,700",6/2/2000
"382 MARTHA, Buffalo",90.43-3-4,"$48,800 ",11/7/2014,"$46,800 ",Residential - 1 Family Res,51 x 88.19,1953,768,2/1/2000
"329 HOYT, Buffalo",88.76-2-31,"$141,100 ",11/7/2014,"$53,000 ",Residential - 1 Family Res,30 x 133,1890,"1,760",4 / 1.5 / 0
"92 LINDEN AVE, Buffalo",78.82-5-17,"$280,000 ",11/7/2014,"$215,000 ",Residential - 1 Family Res,50 x 159,1919,"2,088",4/2/2001
"585 BRECKENRIDGE, Buffalo",100.29-2-5,"$340,000 ",11/7/2014,"$145,000 ",Residential - 1 Family Res,30 x 100,1890,"1,920",4 / 1.5 / 1
"86 HEATH, Buffalo",79.46-6-10,"$105,000 ",11/7/2014,"$49,000 ",Residential - 1 Family Res,30 x 115,1920,"1,228",4/1/2000
"286 HOYT, Buffalo",88.76-7-11,"$50,000 ",11/7/2014,"$40,000 ",Residential - 1 Family Res,25 x 134,1890,"1,734",3/1/2000
"50 FREDRO, Buffalo",123.41-2-27,"$54,545 ",11/7/2014,"$47,600 ",Residential - 1 Family Res,30 x 100,1900,"1,617",2/1/2000
"71 NOTTINGHAM, Buffalo",89.06-6-18,"$829,000 ",11/10/2014,"$640,000 ",Residential - 1 Family Res,60 x 210,1924,"3,727",5 / 3.5 / 2
"90 LEONARD, Buffalo",90.26-3-26,"$66,000 ",11/10/2014,"$60,000 ",Residential - 2 Family Res,34 x 175,1930,"2,321",5/2/2002
"18 CARLYLE, Buffalo",133.74-3-25,"$115,000 ",11/10/2014,"$73,000 ",Residential - 1 Family Res,40 x 158,1915,"1,166",4/1/2000
"630 WEST, Buffalo",99.58-3-21,"$27,000 ",11/10/2014,"$31,700 ",Residential - 1 Family Res,30 x 150,1850,"1,402",4/2/2000
"542 LAFAYETTE AVE, Buffalo",89.77-4-26,"$637,500 ",11/10/2014,"$303,000 ",Residential - 1 Family Res,43 x 148,1900,"3,925",4 / 3.5 / 2
"93 NOTTINGHAM, Buffalo",89.06-6-26,"$168,000 ",11/10/2014,"$172,200 ",Vacant Land - Res vac land,70 x 210,,,
"97 STERLING, Buffalo",78.74-1-61,"$105,000 ",11/10/2014,"$87,000 ",Residential - 2 Family Res,33 x 110,1927,"2,324",4/2/2000
"345 GOLD, Buffalo",112.34-5-55,"$63,500 ",11/10/2014,"$44,000 ",Residential - 1 Family Res,30 x 134,1910,"1,533",4/1/2000
"1338 FILLMORE, Buffalo",100.52-5-35.1,"$3,500 ",11/10/2014,"$2,800 ",Vacant Land - Vacant comm,30 x 155,,,
"121 SCOVILLE, Buffalo",123.22-2-37,"$68,200 ",11/11/2014,"$29,000 ",Residential - 2 Family Res,30 x 129,1900,"1,584",6/2/2000
"15 UTICA EAST, Buffalo",100.48-6-3,"$180,000 ",11/12/2014,"$185,000 ",Community Service - Benevolent,55.85 x 130.08,,,
"135 IDEAL, Buffalo",112.50-3-30,"$31,900 ",11/12/2014,"$41,000 ",Residential - 1 Family Res,30 x 134,1900,988,3/1/2000
"81 COLLEGE, Buffalo",100.77-9-16.2,"$125,000 ",11/12/2014,"$50,000 ",Residential - 1 Family Res,32.61 x 30,1890,"1,548",3/2/2000
"297 BABCOCK, Buffalo",123.29-3-1.1,"$500,000 ",11/12/2014,"$100,000 ",Industrial - Manufacture,329 x 0,,,
"24 GRAPE, Buffalo",111.25-10-2.1,"$21,000 ",11/12/2014,"$14,700 ",Residential - 3 Family Res,78.25 x 100,1880,"2,890",4/2/2000
"2195 SENECA, Buffalo",133.26-5-14,"$6,000 ",11/13/2014,"$4,400 ",Vacant Land - Vacant comm,35 x 125.94,,,
"121 RICHMOND, Buffalo",100.61-2-17,"$220,000 ",11/13/2014,"$140,000 ",Residential - 2 Family Res,33 x 190,1900,"2,976",6 / 2.5 / 0
"72 MINERAL SPRING, Buffalo",123.73-2-43,"$69,500 ",11/13/2014,"$67,000 ",Residential - 2 Family Res,33 x 166,1900,"2,672",6/2/2002
"166 VILLA, Buffalo",78.40-1-51,"$102,500 ",11/14/2014,"$72,000 ",Residential - 2 Family Res,30 x 100,1915,"1,617",3/2/2000
"40 BIDWELL, Buffalo",89.77-6-8,"$365,000 ",11/14/2014,"$270,000 ",Residential - 2 Family Res,49.75 x 116,1890,"3,963",6/2/2000
"116 TAUNTON, Buffalo",78.48-1-34,"$172,500 ",11/14/2014,"$100,000 ",Residential - 2 Family Res,34.5 x 117,1932,"2,310",6/2/2000
"345 IDEAL, Buffalo",112.34-3-51,"$42,000 ",11/14/2014,"$47,500 ",Residential - 2 Family Res,30 x 134,1920,"1,960",6/2/2000
"2165 DELAWARE, Buffalo",78.79-2-38.1,"$233,845 ",11/14/2014,"$255,000 ",Commercial - Diner/lunch,78 x 150,,,
"91 COLLINGWOOD, Buffalo",90.40-8-29,"$34,100 ",11/14/2014,"$30,000 ",Residential - 1 Family Res,31 x 104,1925,"1,437",3/1/2000
"18 SPAULDING, Buffalo",133.22-1-35,"$36,000 ",11/14/2014,"$42,200 ",Residential - 1 Family Res,39.96 x 104,1955,732,2/1/2000
"88 DUNDEE, Buffalo",133.66-4-25,"$126,000 ",11/14/2014,"$95,000 ",Residential - 1 Family Res,33 x 112,1950,"1,551",3/1/2000
"50 SAGE, Buffalo",123.64-2-13,"$65,000 ",11/14/2014,"$54,500 ",Residential - 2 Family Res,33.75 x 145,1900,"2,158",6/2/2000
"423 ELMWOOD, Buffalo",100.54-1-44,"$420,000 ",11/14/2014,"$185,000 ",Commercial - Att row bldg,50 x 93,,,
"291 JERSEY, Buffalo",99.76-9-3,"$187,900 ",11/14/2014,"$75,000 ",Residential - 2 Family Res,37.25 x 120,1890,"2,868",4/2/2002
"205 HEWITT, Buffalo",79.80-4-3,"$45,000 ",11/14/2014,"$54,500 ",Residential - 2 Family Res,35 x 135,1920,"1,775",4/2/2000
"18 HARBOUR POINTE COMMO, Buffalo",110.59-2-25,"$308,500 ",11/14/2014,"$220,000 ",Residential - 1 Family Res,24 x 48,1981,"2,800",3 / 2.5 / 1
"345 LINCOLN, Buffalo",89.05-3-33,"$465,000 ",11/17/2014,"$295,900 ",Residential - 1 Family Res,46 x 160,1929,"2,474",4 / 2.5 / 1
"1018 FILLMORE, Buffalo",100.76-6-39,"$25,000 ",11/17/2014,"$22,000 ",Residential - 1 Family Res,30 x 132.5,1910,"2,077",4/1/2000
"62 KETCHUM, Buffalo",99.68-8-2,"$190,000 ",11/17/2014,"$105,000 ",Residential - 2 Family Res,38.5 x 80,1900,"2,178",3/2/2000
"124 GOLD, Buffalo",112.50-4-8.1,"$47,000 ",11/17/2014,"$55,000 ",Residential - 2 Family Res,60 x 134,1920,"2,310",6/2/2000
"2090 SENECA, Buffalo",123.81-5-35,"$60,000 ",11/17/2014,"$71,900 ",Commercial - Det row bldg,30.5 x 140,,,
"109 GREENE, Buffalo",112.50-1-33.1,"$65,000 ",11/17/2014,"$57,000 ",Residential - 2 Family Res,55.4 x 87,1900,"2,157",5/2/2000
"290 DOWNING, Buffalo",133.73-5-18,"$117,000 ",11/17/2014,"$105,000 ",Residential - 1 Family Res,34 x 115,1927,"1,360",3/1/2000
"57 STANDISH, Buffalo",78.51-3-30,"$152,000 ",11/17/2014,"$117,000 ",Residential - 1 Family Res,68 x 117,1965,"1,322",3/2/2000
"92 EDGE PARK, Buffalo",78.80-3-7,"$165,000 ",11/18/2014,"$118,000 ",Residential - 1 Family Res,37 x 120,1954,"1,170",3 / 1.5 / 0
"176 VERMONT, Buffalo",99.67-1-9,"$77,000 ",11/18/2014,"$25,000 ",Residential - 2 Family Res,30 x 120,1890,"1,918",4/2/2000
"49 DARTMOUTH, Buffalo",79.79-8-12,"$40,000 ",11/18/2014,"$58,000 ",Residential - 1 Family Res,33 x 125,1925,"1,400",3/1/2000
"271 BIRD, Buffalo",88.75-2-5,"$75,000 ",11/19/2014,"$44,500 ",Residential - 2 Family Res,29 x 136,1920,"2,260",6/2/2000
"61 CONGRESS, Buffalo",99.27-2-30,"$80,000 ",11/19/2014,"$40,000 ",Residential - 2 Family Res,30 x 134.65,1900,"2,332",6/2/2000
"180 HIGHGATE, Buffalo",79.63-3-14,"$90,000 ",11/19/2014,"$67,000 ",Residential - 1 Family Res,40 x 103,1920,"1,692",3/1/2000
"91 HAZEL, Buffalo",101.56-5-1.1,"$50,000 ",11/19/2014,"$24,800 ",Residential - 1 Family Res,42 x 100,1920,"1,704",4/1/2000
"116 RIVERMIST, Buffalo",110.68-2-5,"$700,000 ",11/21/2014,"$375,000 ",Residential - 1 Family Res,23.15 x 54.69,1988,"2,620",3 / 3.5 / 1
"999 LOVEJOY, Buffalo",112.49-1-15,"$50,500 ",11/24/2014,"$47,000 ",Residential - 2 Family Res,30 x 130,1900,"1,992",3/2/2000
"47 CONGRESS, Buffalo",99.27-2-25,"$50,000 ",11/24/2014,"$20,000 ",Residential - 1 Family Res,30 x 135,1900,"1,672",4/1/2000
"612 AUBURN, Buffalo",100.21-3-22,"$558,746 ",11/24/2014,"$105,000 ",Commercial - Apartment,41.5 x 140,,,
"228 GOODYEAR, Buffalo",101.71-6-9,"$26,000 ",11/24/2014,"$26,400 ",Residential - 2 Family Res,30 x 97,1930,"2,160",6/2/2000
"284 TUPPER WEST, Buffalo",111.21-8-17,"$205,000 ",11/24/2014,"$69,000 ",Residential - 2 Family Res,31 x 189,1900,"2,508",5/2/2000
"12 COLONIAL, Buffalo",99.28-4-8,"$430,000 ",11/24/2014,"$375,000 ",Commercial - Apartment,49.67 x 164,,,
"219 COLVIN, Buffalo",78.73-2-19,"$161,000 ",11/24/2014,"$90,000 ",Residential - 1 Family Res,50 x 100,1900,"1,632",4 / 1.5 / 1
"803 MCKINLEY PKWY, Buffalo",133.23-4-19,"$159,900 ",11/24/2014,"$79,800 ",Residential - 1 Family Res,33.43 x 95,1920,"1,354",3/2/2000
"146 WALLACE, Buffalo",78.74-3-15,"$169,900 ",11/24/2014,"$106,500 ",Residential - 2 Family Res,33.83 x 110,1922,"2,706",6/2/2000
"22 BURGARD, Buffalo",101.64-4-28,"$11,000 ",11/24/2014,"$25,000 ",Residential - 1 Family Res,30 x 132,1890,"1,738",4 / 1.5 / 0
"10 GENOA, Buffalo",78.38-2-7,"$70,000 ",11/24/2014,"$68,000 ",Residential - 1 Family Res,40 x 102,1966,925,3/1/2000
"102 KRETTNER, Buffalo",111.58-6-15,"$25,000 ",11/25/2014,"$37,400 ",Residential - 1 Family Res,45 x 106,1950,"1,026",2/1/2000
"34 KAMPER, Buffalo",123.81-5-28,"$49,750 ",11/25/2014,"$58,000 ",Residential - 1 Family Res,30 x 105,1890,"1,682",4/1/2000
"234 SEARS, Buffalo",112.29-9-9,"$20,500 ",11/25/2014,"$21,000 ",Residential - 2 Family Res,30 x 90,1870,"2,565",7/2/2000
"649 LINDEN AVE, Buffalo",78.71-3-49,"$120,000 ",11/25/2014,"$97,000 ",Residential - 2 Family Res,34 x 155,1922,"2,416",6/2/2000
"389 ST LAWRENCE, Buffalo",78.41-5-30,"$125,000 ",11/25/2014,"$86,100 ",Residential - 2 Family Res,32.75 x 138,1930,"1,932",5/2/2000
"338 ST LAWRENCE, Buffalo",78.41-4-51,"$122,500 ",11/25/2014,"$84,000 ",Residential - 1 Family Res,33 x 125,1930,"1,201",3 / 1.5 / 0
"159 AVERY, Buffalo",78.46-2-23,"$140,080 ",11/25/2014,"$92,000 ",Residential - 1 Family Res,34 x 105,1926,"1,639",3/1/2001
"71 RICHLAWN, Buffalo",90.38-2-21,"$29,000 ",11/25/2014,"$25,200 ",Residential - 2 Family Res,60 x 121,1930,"1,806",4/2/2000
"564 TONAWANDA, Buffalo",77.81-4-3,"$58,760 ",11/25/2014,"$37,000 ",Residential - 1 Family Res,31 x 107.26,1900,"1,584",3 / 1.5 / 0
"45 MARIGOLD, Buffalo",90.38-8-11,"$24,900 ",11/25/2014,"$17,000 ",Residential - 2 Family Res,30 x 121,1917,"1,401",4/2/2000
"25 COLLINGWOOD, Buffalo",90.40-8-8,"$34,500 ",11/25/2014,"$41,500 ",Residential - 2 Family Res,32 x 113,1925,"1,865",5/2/2000
"134 BUSH, Buffalo",88.28-1-2,"$28,000 ",11/25/2014,"$27,000 ",Residential - 2 Family Res,30 x 100,1900,"2,000",4/2/2000
"74 STERLING, Buffalo",78.73-6-13,"$189,900 ",11/25/2014,"$84,100 ",Residential - 2 Family Res,36 x 150,1900,"2,510",6/2/2000
"543 MILITARY, Buffalo",77.59-1-23,"$83,000 ",11/25/2014,"$60,000 ",Residential - 2 Family Res,35.75 x 120.84,1960,"1,534",7/2/2000
"724 COLUMBUS PKWY, Buffalo",99.74-1-3,"$215,000 ",11/25/2014,"$120,000 ",Residential - 2 Family Res,40 x 132,1902,"3,704",6/3/2002
"470 LINWOOD AVE, Buffalo",100.31-3-5,"$314,000 ",11/25/2014,"$220,000 ",Residential - 1 Family Res,49 x 121,1910,"3,966",6 / 3.5 / 3
"816 EAGLE EAST, Buffalo",111.75-4-9,"$25,000 ",11/25/2014,"$18,600 ",Residential - 2 Family Res,25 x 0,1900,"1,920",5/2/2000
"11 HECLA, Buffalo",78.44-3-20,"$144,500 ",11/26/2014,"$102,000 ",Residential - 1 Family Res,40 x 125,1950,"1,790",3 / 1.5 / 0
"180 UTICA WEST, Buffalo",100.46-1-18,"$505,000 ",11/26/2014,"$25,000 ",Residential - 3 Family Res,28 x 130,1900,"2,968",8/3/2000
"405 MINNESOTA, Buffalo",79.72-3-21,"$61,000 ",11/26/2014,"$50,000 ",Residential - 2 Family Res,35 x 150,1927,"2,680",6/2/2000
"168 BEST, Buffalo",100.64-4-38.1,"$50,000 ",11/26/2014,"$2,600 ",Vacant Land - Res vac land,67 x 144,,,
"2054 NIAGARA, Buffalo",88.24-2-5,"$31,900 ",11/26/2014,"$32,000 ",Residential - 1 Family Res,33 x 143,1900,"1,542",3/1/2000
"20 CUMBERLAND, Buffalo",123.71-4-56,"$79,900 ",11/26/2014,"$60,000 ",Residential - 1 Family Res,42 x 219,1956,985,3/1/2000
"43 KEPPEL, Buffalo",123.47-4-11.1,"$57,240 ",11/26/2014,"$26,000 ",Residential - 1 Family Res,60 x 150,1900,"1,229",3 / 1.5 / 0
"236 BARNARD, Buffalo",123.34-7-17,"$86,500 ",11/26/2014,"$61,700 ",Residential - 1 Family Res,44.5 x 66,1920,"1,406",3/2/2001
"278 POTOMAC, Buffalo",88.75-3-35,"$65,000 ",11/26/2014,"$23,000 ",Residential - 2 Family Res,27 x 136,1900,"1,092",5/2/2000
"1420 MAIN, Buffalo",100.39-2-9,"$100,000 ",11/26/2014,"$170,000 ",Community Service - Religious,82.25 x 193,,,
"81 EDNA, Buffalo",100.64-4-1,"$39,000 ",11/26/2014,"$1,600 ",Vacant Land - Res vac land,30 x 134,,,
"1060 AMHERST ST, Buffalo",89.23-3-17,"$300,000 ",11/26/2014,"$182,500 ",Residential - 1 Family Res,50 x 150,1954,"2,392",4/2/2001
"227 NORWOOD, Buffalo",100.45-2-54,"$329,900 ",12/1/2014,"$190,000 ",Commercial - Apartment,30 x 130,,,
"144 UNIVERSITY AVE, Buffalo",79.38-6-5,"$167,000 ",12/1/2014,"$180,100 ",Residential - 1 Family Res,40 x 120,1915,"1,826",3 / 1.5 / 1
"160 LEXINGTON, Buffalo",100.38-5-5,"$468,000 ",12/1/2014,"$325,000 ",Residential - 1 Family Res,53.5 x 140,1910,"4,666",6/2/2001
"25 STEVENSON, Buffalo",133.24-1-5,"$74,000 ",12/1/2014,"$83,400 ",Residential - 2 Family Res,35 x 103,1926,"2,685",6/2/2000
"382 WOODSIDE, Buffalo",133.57-2-23,"$104,500 ",12/1/2014,"$91,900 ",Residential - 1 Family Res,40 x 110,1920,"1,950",3/1/2000
"10 MEDFORD, Buffalo",78.39-5-11,"$110,000 ",12/1/2014,"$78,000 ",Residential - 2 Family Res,35 x 110,1920,"1,788",4/2/2000
"32 PETERSON, Buffalo",100.76-5-24,"$22,000 ",12/1/2014,"$15,000 ",Residential - 1 Family Res,37.5 x 137,1900,"1,852",5/2/2000
"293 AMHERST ST, Buffalo",88.35-4-1,"$78,000 ",12/1/2014,"$60,000 ",Commercial - Det row bldg,35 x 200,,,
"655 CRESCENT, Buffalo",78.82-1-34,"$187,000 ",12/1/2014,"$135,000 ",Residential - 1 Family Res,40 x 140,1920,"1,552",3/1/2000
"242 LINWOOD AVE, Buffalo",100.47-1-10,"$565,000 ",12/2/2014,"$157,500 ",Commercial - Inn/lodge,94.2 x 110,,,
"115 DUNDEE, Buffalo",133.67-5-6,"$122,000 ",12/2/2014,"$72,000 ",Residential - 1 Family Res,33 x 112,1928,"1,701",4/2/2000
"78 FRANK, Buffalo",123.74-5-31.1,"$50,000 ",12/2/2014,"$44,000 ",Residential - 1 Family Res,45 x 125,1902,"1,384",4/1/2001
"416 LA SALLE, Buffalo",79.72-3-33,"$41,000 ",12/2/2014,"$45,000 ",Residential - 1 Family Res,32 x 130,1923,"1,232",3/1/2001
"33 CANTWELL, Buffalo",133.71-5-3,"$75,000 ",12/2/2014,"$77,500 ",Residential - 1 Family Res,35 x 105,1938,"1,712",4/1/2001
"2228 MAIN, Buffalo",89.50-4-11,"$240,000 ",12/3/2014,"$133,500 ",Residential - 2 Family Res,50 x 175,1940,"4,237",4/3/2001
"139 FERRY WEST, Buffalo",99.34-8-5,"$31,000 ",12/3/2014,"$37,000 ",Residential - 2 Family Res,28 x 93,1920,"2,208",5/2/2000
"1409 SOUTH PARK, Buffalo",123.69-4-3,"$66,000 ",12/3/2014,"$80,200 ",Commercial - Gas station,90 x 146,,,
"118 CUMBERLAND, Buffalo",123.80-1-31,"$90,000 ",12/3/2014,"$79,400 ",Residential - 1 Family Res,48 x 120,1945,"1,444",4/1/2000
"420 PARKDALE, Buffalo",88.68-1-12,"$143,000 ",12/4/2014,"$20,000 ",Residential - 2 Family Res,35.83 x 138,1900,"3,010",6/2/2000
"29 SHERWOOD, Buffalo",99.43-2-32,"$30,000 ",12/4/2014,"$20,000 ",Residential - Multiple res,25 x 0,1932,"1,672",3/1/2000
"2 ELLER, Buffalo",101.43-3-21,"$38,000 ",12/4/2014,"$10,000 ",Residential - 1 Family Res,33.28 x 110,1918,"1,343",5/2/2000
"859 TIFFT, Buffalo",133.38-3-37,"$87,900 ",12/4/2014,"$58,200 ",Residential - 1 Family Res,35 x 156,1958,"1,248",4/1/2000
"74 HOUSTON, Buffalo",133.22-8-21,"$69,500 ",12/4/2014,"$42,000 ",Residential - Multiple res,34.5 x 106,1928,"2,106",4/2/2000
"167 DEWEY, Buffalo",89.52-7-6.1,"$67,900 ",12/5/2014,"$45,000 ",Residential - 1 Family Res,61 x 128,1993,"1,184",3/1/2000
"468 FERRY CIR RICHMOND, Buffalo",99.36-7-2,"$395,000 ",12/5/2014,"$179,000 ",Residential - 1 Family Res,35 x 120,1910,"2,950",4 / 1.5 / 0
"231 FOX, Buffalo",100.83-5-31,"$15,000 ",12/5/2014,"$17,700 ",Residential - 2 Family Res,34 x 132,1890,"2,380",5/2/2000
"599 PARKSIDE, Buffalo",78.74-4-1,"$255,000 ",12/5/2014,"$204,000 ",Residential - 1 Family Res,53.5 x 114,1900,"2,036",3 / 1.5 / 0
"375 MARYLAND, Buffalo",100.77-10-25,"$197,300 ",12/5/2014,"$100,000 ",Residential - 2 Family Res,30 x 73,1900,"2,644",6/2/2000
"52 ABBOTTSFORD, Buffalo",88.68-4-8,"$90,000 ",12/5/2014,"$104,000 ",Residential - 2 Family Res,30.82 x 68,1900,"2,184",5/2/2000
"152 ELMWOOD, Buffalo",100.69-4-27,"$189,000 ",12/5/2014,"$110,000 ",Commercial - Det row bldg,35 x 100,,,
"521 FARGO, Buffalo",99.50-7-36./A,"$120,000 ",12/5/2014,"$50,000 ",Commercial - Apartment,30 x 148,,,
"170 LADNER, Buffalo",133.54-4-45,"$34,000 ",12/5/2014,"$37,000 ",Residential - 2 Family Res,25 x 113,1918,"1,630",5/2/2000
"293 EASTON, Buffalo",90.66-4-1,"$71,000 ",12/5/2014,"$71,000 ",Residential - 1 Family Res,45 x 110,1955,"1,666",4 / 2.5 / 1
"108 CABLE, Buffalo",123.50-1-9,"$12,000 ",12/5/2014,"$76,500 ",Residential - 2 Family Res,30 x 100,1910,"2,394",5/2/2000
"160 POTOMAC, Buffalo",88.74-4-30,"$85,000 ",12/8/2014,"$35,000 ",Residential - 2 Family Res,33.33 x 205,1920,"2,360",6/2/2000
"32 BLOOMFIELD, Buffalo",133.47-2-31,"$52,000 ",12/8/2014,"$53,400 ",Residential - 1 Family Res,32 x 120,1920,"1,056",3/1/2000
"797 BROADWAY, Buffalo",111.43-8-2,"$35,000 ",12/8/2014,"$34,500 ",Commercial - Diner/lunch,120.06 x 96.33,,,
"44 HOWELL, Buffalo",88.36-1-8.1,"$337,500 ",12/8/2014,$400 ,Vacant Land - Com vac w/imp,30 x 24,,,
"84 SHIRLEY, Buffalo",79.71-5-12,"$18,000 ",12/8/2014,"$30,000 ",Residential - 2 Family Res,35 x 115,1925,"1,750",3/2/2000
"107 MINERAL SPRING, Buffalo",123.74-1-5,"$80,000 ",12/8/2014,"$63,500 ",Residential - 1 Family Res,63.68 x 96,1920,"1,680",3/2/2000
"65 TIOGA, Buffalo",78.71-2-42,"$129,000 ",12/8/2014,"$98,000 ",Residential - 2 Family Res,33.33 x 155,1915,"2,423",6/2/2000
"353 HOYT, Buffalo",88.76-2-39,"$102,820 ",12/8/2014,"$45,000 ",Residential - 2 Family Res,30 x 133,1900,"1,800",4/2/2000
"321 NORTH PARK, Buffalo",78.49-2-31,"$185,000 ",12/9/2014,"$119,100 ",Residential - 2 Family Res,35 x 160,1925,"2,736",6/2/2000
"28 ROSLYN, Buffalo",101.33-5-16,"$35,000 ",12/9/2014,"$38,000 ",Residential - 2 Family Res,30 x 110,1915,"1,866",5/2/2000
"115 GREENE, Buffalo",112.50-1-36,"$25,000 ",12/9/2014,"$50,500 ",Residential - 2 Family Res,30 x 115,1875,"1,968",6/3/2000
"950 CLINTON, Buffalo",111.76-2-36,"$17,000 ",12/9/2014,"$14,100 ",Commercial - Auto body,25 x 100,,,
"145 LEWIS, Buffalo",112.69-3-16,"$35,000 ",12/9/2014,"$35,000 ",Residential - 1 Family Res,60 x 120,1900,"2,704",7 / 3.5 / 1
"94 DOMEDION AVE, Buffalo",101.35-3-11,"$48,700 ",12/9/2014,"$40,000 ",Residential - 1 Family Res,30 x 114,1915,"1,591",3/1/2000
"312 LOEPERE, Buffalo",101.69-2-13,"$27,000 ",12/10/2014,"$12,000 ",Residential - 2 Family Res,30 x 106,1910,"1,766",5/2/2000
"160 ELMWOOD, Buffalo",100.69-4-25,"$275,000 ",12/10/2014,"$117,900 ",Commercial - Converted Res,24 x 100,,,
"252 COMMONWEALTH, Buffalo",78.56-2-7,"$125,000 ",12/10/2014,"$105,000 ",Residential - 2 Family Res,32 x 150,1920,"2,511",6/2/2000
"57 WAKEFIELD, Buffalo",90.37-6-2,"$34,000 ",12/10/2014,"$10,000 ",Residential - 2 Family Res,30 x 120,1900,"2,400",6/2/2000
"108 ACADEMY, Buffalo",101.58-2-13,"$55,000 ",12/10/2014,"$70,000 ",Residential - 2 Family Res,35 x 140,1930,"3,000",6/2/2000
"181 GOETHE, Buffalo",112.43-7-8,"$49,000 ",12/10/2014,"$43,000 ",Residential - 1 Family Res,30 x 128,1908,"1,196",3/1/2000
"30 PENFIELD, Buffalo",88.82-8-17,"$85,000 ",12/11/2014,"$38,700 ",Residential - 2 Family Res,36.5 x 136,1880,"2,854",6/2/2000
"50 HUBBARD, Buffalo",123.31-2-3,"$225,000 ",12/11/2014,"$108,000 ",Commercial - Other Storage,253.6 x 105,,,
"350 BAYNES, Buffalo",88.76-2-16,"$199,900 ",12/11/2014,"$93,000 ",Residential - 2 Family Res,30 x 133,1892,"2,030",4/2/2000
"518 LINDEN AVE, Buffalo",78.80-1-21,"$78,000 ",12/11/2014,"$84,500 ",Residential - 2 Family Res,52 x 155,1940,"2,032",4/2/2000
"528 STOCKBRIDGE, Buffalo",79.82-7-34,"$55,000 ",12/11/2014,"$43,000 ",Residential - 1 Family Res,30 x 110,1920,"1,161",4/1/2000
"32 STERLING, Buffalo",78.73-6-25,"$150,000 ",12/11/2014,"$112,000 ",Residential - 2 Family Res,35 x 150,1922,"2,662",6/2/2000
"2327 NIAGARA, Buffalo",77.72-2-35,"$53,000 ",12/11/2014,"$40,000 ",Residential - 2 Family Res,33 x 180,1920,"1,392",4/2/2000
"2773 MAIN, Buffalo",90.21-3-2,"$160,060 ",12/11/2014,"$89,000 ",Residential - 1 Family Res,38 x 120,1929,"2,653",4 / 2.5 / 1
"104 HOMER, Buffalo",78.55-4-13,"$110,000 ",12/11/2014,"$95,000 ",Residential - 1 Family Res,35 x 150,1930,"1,692",3 / 1.5 / 0
